step,sim_time,action,phase_name,fsm_state,grp_queue_NS_through,grp_queue_NS_right,grp_queue_NS_left,grp_queue_EW_through,grp_queue_EW_right,grp_queue_EW_left,grp_mean_wait_NS_through,grp_mean_wait_NS_right,grp_mean_wait_NS_left,grp_mean_wait_EW_through,grp_mean_wait_EW_right,grp_mean_wait_EW_left,ped_queue:-E0_0,ped_queue:-E2_0,ped_queue:-E1_0,ped_queue:-E3_0,ped_max_wait:-E0_0,ped_max_wait:-E2_0,ped_max_wait:-E1_0,ped_max_wait:-E3_0,green_onehot_0,green_onehot_1,green_onehot_2,green_onehot_3,transition_remaining,min_green_reached,elapsed_green_time,max_vehicle_wait_time,pressure_NS,pressure_EW,ped_dir_count:-E0->E1,ped_dir_count:-E0->E2,ped_dir_count:-E2->E3,ped_dir_count:-E2->E0,ped_dir_count:-E1->E2,ped_dir_count:-E1->E3,ped_dir_count:-E3->E0,ped_dir_count:-E3->E1,ped_dir_max_wait:-E0->E1,ped_dir_max_wait:-E0->E2,ped_dir_max_wait:-E2->E3,ped_dir_max_wait:-E2->E0,ped_dir_max_wait:-E1->E2,ped_dir_max_wait:-E1->E3,ped_dir_max_wait:-E3->E0,ped_dir_max_wait:-E3->E1,ped_dir_vulnerable_frac:-E0->E1,ped_dir_vulnerable_frac:-E0->E2,ped_dir_vulnerable_frac:-E2->E3,ped_dir_vulnerable_frac:-E2->E0,ped_dir_vulnerable_frac:-E1->E2,ped_dir_vulnerable_frac:-E1->E3,ped_dir_vulnerable_frac:-E3->E0,ped_dir_vulnerable_frac:-E3->E1
11,30011.0,0,EW_LEFT,IDLE,15.0,19.0,3.0,24.0,24.0,40.0,15.600000381469727,16.736841201782227,90.66666412353516,83.45833587646484,89.91666412353516,55.04999923706055,6.0,0.0,1.0,0.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,132.0,37.0,88.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,30012.0,1,EW_LEFT,IDLE,15.0,18.0,3.0,25.0,26.0,40.0,16.53333282470703,18.61111068725586,91.66666412353516,81.08000183105469,84.0,56.04999923706055,5.0,0.0,1.0,0.0,12.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,133.0,36.0,91.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,30013.0,1,19,YELLOW,16.0,19.0,3.0,24.0,26.0,40.0,16.5,18.63157844543457,92.66666412353516,85.41666412353516,85.0,57.04999923706055,3.0,0.0,1.0,0.0,13.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,134.0,38.0,90.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,30014.0,2,7,REDYELLOW,16.0,20.0,3.0,25.0,27.0,40.0,17.5,18.700000762939453,93.66666412353516,83.0,82.77777862548828,58.04999923706055,5.0,0.0,1.0,0.0,14.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,135.0,39.0,92.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,30015.0,2,EW_MAIN,IDLE,18.0,22.0,3.0,26.0,26.0,40.0,16.55555534362793,18.0,94.66666412353516,80.80769348144531,86.92308044433594,59.04999923706055,4.0,0.0,1.0,0.0,15.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,136.0,43.0,92.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,30016.0,1,EW_MAIN,IDLE,18.0,21.0,3.0,27.0,26.0,40.0,17.55555534362793,19.809524536132812,95.66666412353516,78.81481170654297,87.84615325927734,60.04999923706055,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,137.0,42.0,93.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,30017.0,1,EW_MAIN,IDLE,19.0,22.0,3.0,27.0,27.0,40.0,17.63157844543457,19.909090042114258,96.66666412353516,79.81481170654297,85.59259033203125,61.04999923706055,3.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,138.0,44.0,94.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,30018.0,0,13,YELLOW,19.0,23.0,4.0,27.0,29.0,40.0,18.63157844543457,20.909090042114258,73.5,80.81481170654297,83.53571319580078,62.04999923706055,3.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,139.0,46.0,96.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,30019.0,3,0,REDYELLOW,20.0,22.0,4.0,27.0,28.0,40.0,18.700000762939453,21.909090042114258,74.5,81.81481170654297,84.53571319580078,63.04999923706055,2.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,140.0,46.0,95.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,30020.0,0,NS_MAIN,IDLE,20.0,23.0,4.0,27.0,30.0,40.0,19.700000762939453,21.95652198791504,75.5,82.81481170654297,82.62068939208984,64.05000305175781,4.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,141.0,47.0,97.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,30021.0,3,NS_MAIN,IDLE,20.0,22.0,4.0,28.0,30.0,40.0,20.700000762939453,23.909090042114258,76.5,80.85713958740234,80.86666870117188,65.05000305175781,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,142.0,46.0,98.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,30022.0,0,NS_MAIN,IDLE,20.0,23.0,4.0,29.0,31.0,40.0,21.700000762939453,23.869565963745117,77.5,79.06896209716797,79.25806427001953,66.05000305175781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,143.0,47.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,30023.0,0,NS_MAIN,IDLE,20.0,23.0,4.0,30.0,31.0,40.0,22.700000762939453,24.869565963745117,78.5,77.43333435058594,82.86666870117188,67.05000305175781,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,144.0,47.0,101.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24,30024.0,2,6,YELLOW,20.0,23.0,4.0,30.0,31.0,40.0,23.700000762939453,25.869565963745117,79.5,78.4000015258789,81.19355010986328,68.05000305175781,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,145.0,47.0,101.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,30025.0,3,14,REDYELLOW,20.0,24.0,4.0,31.0,32.0,40.0,24.700000762939453,26.869565963745117,80.5,76.83870697021484,79.65625,69.05000305175781,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,146.0,48.0,103.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,30026.0,0,NS_LEFT,IDLE,20.0,24.0,4.0,31.0,34.0,40.0,25.700000762939453,26.75,81.5,77.80644989013672,75.97058868408203,70.05000305175781,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,147.0,48.0,105.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,30027.0,0,NS_LEFT,IDLE,20.0,24.0,2.0,32.0,33.0,40.0,26.700000762939453,27.75,61.5,76.375,79.24242401123047,71.05000305175781,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,148.0,46.0,105.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,30028.0,0,NS_LEFT,IDLE,20.0,24.0,0.0,33.0,34.0,40.0,27.700000762939453,28.75,0.0,75.06060791015625,77.9117660522461,72.05000305175781,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,149.0,44.0,107.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,30029.0,1,16,YELLOW,20.0,25.0,0.0,33.0,35.0,40.0,28.700000762939453,29.75,0.0,76.06060791015625,76.68571472167969,73.05000305175781,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,150.0,45.0,108.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,30030.0,1,7,REDYELLOW,20.0,25.0,0.0,33.0,35.0,40.0,29.700000762939453,29.559999465942383,0.0,77.06060791015625,77.68571472167969,74.05000305175781,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,151.0,45.0,108.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
31,30031.0,0,EW_MAIN,IDLE,20.0,25.0,0.0,34.0,35.0,40.0,30.700000762939453,30.559999465942383,0.0,75.79412078857422,78.68571472167969,75.05000305175781,2.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,152.0,45.0,109.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
32,30032.0,2,EW_MAIN,IDLE,20.0,25.0,1.0,34.0,34.0,40.0,31.700000762939453,31.559999465942383,1.0,76.79412078857422,81.76470947265625,76.05000305175781,2.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,153.0,46.0,108.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
33,30033.0,3,EW_MAIN,IDLE,20.0,25.0,2.0,35.0,35.0,40.0,32.70000076293945,32.560001373291016,1.5,75.5999984741211,80.42857360839844,77.05000305175781,2.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,154.0,47.0,110.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
34,30034.0,3,13,YELLOW,20.0,25.0,1.0,35.0,35.0,40.0,33.70000076293945,33.560001373291016,3.0,76.5999984741211,81.42857360839844,78.05000305175781,2.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,155.0,46.0,110.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
35,30035.0,2,17,REDYELLOW,20.0,25.0,2.0,35.0,36.0,40.0,34.70000076293945,34.560001373291016,2.5,77.5999984741211,80.16666412353516,79.05000305175781,2.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,156.0,47.0,111.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
36,30036.0,3,EW_LEFT,IDLE,20.0,25.0,2.0,35.0,36.0,40.0,35.70000076293945,35.560001373291016,3.5,78.5999984741211,81.16666412353516,80.05000305175781,2.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,157.0,47.0,111.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
37,30037.0,0,EW_LEFT,IDLE,20.0,25.0,2.0,35.0,37.0,38.0,36.70000076293945,36.560001373291016,4.5,79.5999984741211,79.97297668457031,79.34210205078125,2.0,1.0,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,158.0,47.0,110.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
38,30038.0,2,EW_LEFT,IDLE,20.0,25.0,2.0,35.0,37.0,36.0,37.70000076293945,37.560001373291016,5.5,80.5999984741211,80.97297668457031,78.94444274902344,2.0,1.0,0.0,1.0,11.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,159.0,47.0,108.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
39,30039.0,2,19,YELLOW,20.0,25.0,2.0,35.0,37.0,36.0,38.70000076293945,38.560001373291016,6.5,81.5999984741211,81.97297668457031,79.94444274902344,2.0,2.0,0.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,160.0,47.0,108.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
40,30040.0,3,14,REDYELLOW,20.0,25.0,2.0,35.0,37.0,35.0,39.70000076293945,39.560001373291016,7.5,82.5999984741211,82.97297668457031,80.31428527832031,2.0,5.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,161.0,47.0,107.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
41,30041.0,1,NS_LEFT,IDLE,21.0,25.0,2.0,35.0,37.0,34.0,38.80952453613281,40.560001373291016,8.5,83.5999984741211,83.97297668457031,80.73529052734375,2.0,4.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,162.0,48.0,106.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
42,30042.0,2,NS_LEFT,IDLE,21.0,26.0,0.0,35.0,37.0,34.0,39.80952453613281,41.560001373291016,0.0,84.5999984741211,84.97297668457031,78.79412078857422,2.0,5.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,163.0,47.0,106.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
43,30043.0,0,NS_LEFT,IDLE,21.0,25.0,0.0,35.0,37.0,33.0,40.80952453613281,42.560001373291016,0.0,85.5999984741211,85.97297668457031,79.1515121459961,3.0,5.0,1.0,1.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,164.0,46.0,105.0,0.0,3.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0
44,30044.0,3,16,YELLOW,21.0,26.0,1.0,35.0,37.0,32.0,41.80952453613281,43.560001373291016,1.0,86.5999984741211,86.97297668457031,80.09375,2.0,4.0,0.0,1.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,165.0,48.0,104.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
45,30045.0,3,17,REDYELLOW,21.0,25.0,1.0,35.0,37.0,33.0,42.80952453613281,44.560001373291016,2.0,87.5999984741211,87.97297668457031,78.66666412353516,2.0,6.0,0.0,1.0,18.0,18.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,166.0,47.0,105.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
46,30046.0,3,EW_LEFT,IDLE,21.0,25.0,1.0,35.0,37.0,32.0,43.80952453613281,45.560001373291016,3.0,88.5999984741211,88.97297668457031,79.625,2.0,6.0,1.0,1.0,19.0,19.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,167.0,47.0,104.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
47,30047.0,3,EW_LEFT,IDLE,21.0,25.0,1.0,34.0,37.0,30.0,44.80952453613281,46.560001373291016,4.0,88.4117660522461,89.97297668457031,87.4000015258789,2.0,6.0,2.0,0.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,168.0,47.0,101.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
48,30048.0,2,EW_LEFT,IDLE,22.0,26.0,1.0,34.0,36.0,28.0,43.772727966308594,45.769229888916016,5.0,89.4117660522461,89.88888549804688,87.21428680419922,2.0,4.0,3.0,2.0,21.0,21.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,169.0,49.0,98.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
